author_sort,authors,series,series_index,title
"King, Stephen","Stephen King","","1.0","Lisey's Story"
"King, Stephen","Stephen King","","1.0","Cell"
"King, Stephen","Stephen King","","1.0","From a Buick 8"
"King, Stephen","Stephen King","Stephen King Short Story Collection","5.0","Just After Sunset"
"Woodward, Bob","Bob Woodward","","1.0","Obama's Wars"
"Spiller, Robert","Robert Spiller","Bonnie Pinkwater","1.0","The Witch of Agnesi"
"Kuzneski, Chris","Chris Kuzneski","Payne and Jones","2.0","Sign of the Cross"
"Kuzneski, Chris","Chris Kuzneski","Payne and Jones","3.0","Sword of God"
"Kuzneski, Chris","Chris Kuzneski","Payne and Jones","7.0","The Lost Throne"
"Kuzneski, Chris","Chris Kuzneski","Payne and Jones","1.0","The Plantation"
"Kuzneski, Chris","Chris Kuzneski","Payne and Jones","5.0","The Prophecy"
"Kuzneski, Chris","Chris Kuzneski","Payne and Jones","6.0","The Secret Crown"
"Sykes, Sam","Sam Sykes","The Aeon's Gate","1.0","Tome of the Undergates"
"Salvatore, R. A.","R. A. Salvatore","Neverwinter","1.0","Gauntlgrym"
"Llosa, Mario Vargas","Mario Vargas Llosa","","1.0","Who Killed Palomino Molero?"
"Neumeier, Rachel","Rachel Neumeier","","1.0","The City in the Lake"
"Chamberlain, Diane","Diane Chamberlain","","1.0","The Secret Life of Ceecee Wilkes"
"Indriðason, Arnaldur","Arnaldur Indriðason","","1.0","Operation Napoleon"
"Murray, Liz","Liz Murray","","1.0","Breaking Night"
"Morrison, Dan","Dan Morrison","","1.0","The Black Nile"
"Caldwell, Gail","Gail Caldwell","","1.0","Let's Take the Long Way Home: A Memoir of Friendship"
"Murakami, Haruki","Haruki Murakami","","1.0","South of the Border, West of the Sun"
"Card, Orson Scott","Orson Scott Card","Ender's Game: Publication Order","1.0","Ender's Game"
"Card, Orson Scott","Orson Scott Card","Ender's Game: Publication Order","2.0","Speaker for the Dead"
"Koontz, Dean","Dean Koontz","Dean Koontz's Frankenstein","4.0","Frankenstein"
"Koontz, Dean","Dean Koontz","","1.0","A Big Little Life"
"Koontz, Dean","Dean Koontz","","1.0","Relentless"
"Koontz, Dean","Dean Koontz","","1.0","Starblood"
"Koontz, Dean","Dean Koontz","","1.0","The Darkest Evening of the Year"
"Koontz, Dean","Dean Koontz","Mike Tucker","1.0","Blood risk"
"Disch, Thomas M. & Sladek, John","Thomas M. Disch, John Sladek","","1.0","Black Alice"
"Doctorow, E. L.","E. L. Doctorow","","1.0","The Waterworks"
"Koontz, Dean","Dean Koontz","","1.0","Chase: Roman"
"Echlin, Kim","Kim Echlin","","1.0","Dagmar's Daughter"
"Ganek, Danielle","Danielle Ganek","","1.0","The Summer We Read Gatsby"
"Koontz, Dean","Dean Koontz","Dean Koontz Gothic Romance","1.0","Children of the Storm"
"Koontz, Dean","Dean Koontz","Dean Koontz Gothic Romance","3.0","Dance with the Devil"
"Koontz, Dean","Dean Koontz","","1.0","Star quest"
"Koontz, Dean","Dean Koontz","","1.0","The fall of the dream machine"
"Koontz, Dean","Dean Koontz","","1.0","Fear that man"
"Koontz, Dean","Dean Koontz","","1.0","Anti-man"
"Koontz, Dean","Dean Koontz","","1.0","Beastchild"
"Koontz, Dean","Dean Koontz","","1.0","The Husband"
"Koontz, Dean","Dean Koontz","","1.0","Velocity"
"Williams, Brian & Gordon, Roderick","Brian Williams, Roderick Gordon","Tunnels","2.0","Deeper (Tunnels)"
"Williams, Brian & Gordon, Roderick","Brian Williams, Roderick Gordon","Tunnels","1.0","Tunnels"
"May, Antoinette","Antoinette May","","1.0","Pilate's Wife"
"Koontz, Dean","Dean Koontz","","1.0","The Taking"
"Koontz, Dean","Dean Koontz","","1.0","The Face"
"Koontz, Dean","Dean Koontz","","1.0","By the light of the moon"
"King, Stephen","Stephen King","","1.0","UR"
"Koontz, Dean","Dean Koontz","","1.0","One Door From Heaven"
"Koontz, Dean","Dean Koontz","","1.0","From the Corner of His Eye"
"King, Stephen","Stephen King","","1.0","The Running Man"
"Koontz, Dean","Dean Koontz","Christopher Snow Novels","2.0","Seize the Night"
"Carnoy, David","David Carnoy","","1.0","Knife Music"
"Koontz, Dean","Dean Koontz","","1.0","False Memory"
"Koontz, Dean","Dean Koontz","Christopher Snow Novels","1.0","Fear Nothing"
"Livio, Mario","Mario Livio","","1.0","The golden ratio: the story of phi, the world's most astonishing number"
"Carroll, Sean","Sean Carroll","","1.0","From Eternity to Here"
"Coyne, Jerry A.","Jerry A. Coyne","","1.0","Why Evolution Is True"
"Reid, T.R.","T.R. Reid","","1.0","The Healing of America"
"Halpern, Paul","Paul Halpern","","1.0","Collider"
"Koontz, Dean","Dean Koontz","","1.0","Sole Survivor"
"Koontz, Dean","Dean Koontz","","1.0","Demon Seed"
"Koontz, Dean","Dean Koontz","","1.0","Tick Tock"
"Koontz, Dean","Dean Koontz","","1.0","Intensity"
"Abnett, Dan","Dan Abnett","Warhammer 40,000 (Gaunt's Ghosts novel #1","1999.0","First and only"
"Henry, Patti Callahan","Patti Callahan Henry","","1.0","When Light Breaks"
"Koontz, Dean","Dean Koontz","","1.0","Strange Highways"
"Bissell, Tom","Tom Bissell","","1.0","Extra Lives: Why Video Games Matter"
"Sanders, Lisa","Lisa Sanders","","1.0","Every patient tells a story: medical mysteries and the art of diagnosis"
"King, Stephen","Stephen King","","1.0","Six stories"
"Ferriss, Timothy","Timothy Ferriss","","1.0","The 4-Hour Workweek, Expanded and Updated: Escape 9-5, Live Anywhere, and Join the New Rich"
"Slade, Arthur","Arthur Slade","The Hunchback Assignments","1.0","The Hunchback Assignments"
"Thorpe, Gav","Gav Thorpe","Crown Of The Blood","1.0","The Crown of the Blood"
"Rowling, J. K.","J. K. Rowling","","0.0","The Tales of Beedle the Bard"
"Rowling, J. K. & Whisp, Kennilworthy","J. K. Rowling, Kennilworthy Whisp","","0.0","Quidditch Through the Ages"
"Anand, Mulk Raj","Mulk Raj Anand","","1.0","Untouchable"
"Kirn, Walter","Walter Kirn","","1.0","Lost in the Meritocracy"
"King, Stephen","Stephen King","","1.0","The Collective"
"Black, Holly","Holly Black","","1.0","Geektastic"
"Herbert, James","James Herbert","","1.0","'48"
"Hannah, Sophie","Sophie Hannah","","1.0","The Truth-Teller's Lie"
"Wiggs, Susan","Susan Wiggs","","1.0","Table for five"
"Mullane, Mike","Mike Mullane","","1.0","Riding Rockets"
"Banks, Iain M.","Iain M. Banks","The Culture","9.0","Surface Detail"
"Jones, Sadie","Sadie Jones","","1.0","Small Wars: A Novel"
"Simmons, Dan","Dan Simmons","","1.0","Carrion Comfort"
"Jemisin, N. K.","N. K. Jemisin","Inheritance","1.0","The Hundred Thousand Kingdoms"
"Bohjalian, Chris","Chris Bohjalian","","1.0","The Double Bind"
"Flynn, Vince","Vince Flynn","Mitch Rapp","11.0","American Assassin"
"Douglass, Sara","Sara Douglass","Darkglass Mountain","3.0","The Infinity Gate: Darkglass Mountain: Book Three"
"Gilman, Felix","Felix Gilman","","1.0","The Half-Made World"
"Lynds, Gayle","Gayle Lynds","","1.0","The Book of Spies"
"Mofina, Rick","Rick Mofina","","1.0","The Panic Zone"
"Atkinson, Kate","Kate Atkinson","Jackson Brodie novels","4.0","Started Early, Took My Dog"
"Schow, David J.","David J. Schow","","1.0","Internecine"
"Gogol, Nikolai Vasilevich","Nikolai Vasilevich Gogol","","1.0","Dead Souls"
"Twain, Mark","Mark Twain","","1.0","Who Is Mark Twain?"
"Harper, Steven","Steven Harper","Silent Empire","1.0","Nightmare"
"Harper, Steven","Steven Harper","Silent Empire","2.0","Dreamer"
"Harper, Steven","Steven Harper","Silent Empire","3.0","Trickster"
"Harper, Steven","Steven Harper","Silent Empire","4.0","Offspring"
"Green, Jane","Jane Green","","1.0","The Beach House"
"Jacobson, Howard","Howard Jacobson","","1.0","The Finkler Question"
"Griffin, Maggie","Maggie Griffin","","1.0","Tip It!: The World According to Maggie"
"Lessing, Doris","Doris Lessing","","1.0","The Memoirs of a Survivor"
"Pendleton, Don","Don Pendleton","The Executioner","375.0","Salvador Strike"
"Pendleton, Don","Don Pendleton","The Executioner","376.0","Frontier Fury"
"Pendleton, Don","Don Pendleton","The Executioner","377.0","Desperate Cargo"
"Thornton, Tim","Tim Thornton","","1.0","The Alternative Hero"
"North, Will","Will North","","1.0","Water, Stone, Heart"
"Shulman, Polly","Polly Shulman","","1.0","The Grimm Legacy"
"O'Clare, Lorie","Lorie O'Clare","FBI Sex Crimes series","1.0","Strong, Sleek and Sinful"
"John, Kelley St.","Kelley St. John","Harlequin Blaze","325.0","Kiss and Dwell"
"Rhonda, Nelson,","Nelson, Rhonda","Harlequin Blaze","322.0","The Ex-Girlfriends' Club"
"Cindi, Myers,","Myers, Cindi","Harlequin Blaze","323.0","The Man Tamer"
"O'Reilly, Kathleen","Kathleen O'Reilly","Harlequin Blaze","321.0","Beyond Seduction"
"Tawny, Weber,","Weber, Tawny","Harlequin Blaze","324.0","Double Dare"
"Sarah, Mayberry,","Mayberry, Sarah","Harlequin Blaze","326.0","Hot for Him"
"John, Kelley St.","Kelley St. John","","1.0","Flirting with Temptation"
"John, Kelley St.","Kelley St. John","Harlequin Blaze","325.0","Kiss and Dwell"
"John, Kelley St.","Kelley St. John","Harlequin Blaze","349.0","Shiver and Spice"
"John, Kelley St.","Kelley St. John","Harlequin Blaze","337.0","Ghosts and Roses"
"John, Kelley St.","Kelley St. John","","1.0","To Catch a Cheat"
"Harrison, Lisi","Lisi Harrison","Alphas","1.0","Alphas"
"Harrison, Lisi","Lisi Harrison","","1.0","Monster High"
"Riordan, Rick","Rick Riordan","The Heroes of Olympus","1.0","The Heroes of Olympus"
"Lazarus, Adam","Adam Lazarus","","1.0","Chasing Greatness: Johnny Miller, Arnold Palmer, and the Miracle at Oakmont"
"Rex, Adam","Adam Rex","","0.0","Fat Vampire: A Never Coming of Age Story"
"Grisham, John","John Grisham","","1.0","Ford County: stories"
"Solares, Martín","Martín Solares","","1.0","The Black Minutes"
"Koontz, Dean","Dean Koontz","","1.0","The Eyes of Darkness"
"Koontz, Dean","Dean Koontz","","1.0","Writing popular fiction"
"Koontz, Dean","Dean Koontz","","1.0","Cold Fire"
"Koontz, Dean","Dean Koontz","","1.0","Hideaway"
"Koontz, Dean","Dean Koontz","","1.0","Midnight"
"Koontz, Dean","Dean Koontz","","1.0","Soft come the dragons"
"Koontz, Dean","Dean Koontz","","1.0","The Door to December"
"Koontz, Dean","Dean Koontz","","1.0","The Key to Midnight"
"Koontz, Dean","Dean Koontz","","1.0","Watchers"
"Koontz, Dean","Dean Koontz","Dean Koontz Gothic Romance","2.0","Demon Child"
"Koontz, Dean","Dean Koontz","","1.0","A werewolf among us"
"Koontz, Dean","Dean Koontz","","1.0","Dark Of The Woods"
"Koontz, Dean","Dean Koontz","","1.0","The Mask"
"Koontz, Dean","Dean Koontz","","1.0","The Dark Symphony"
"Koontz, Dean","Dean Koontz","","1.0","Lightning"
"Koontz, Dean","Dean Koontz","","0.0","Invasion"
"Koontz, Dean","Dean Koontz","","1.0","Winter Moon"
"Koontz, Dean","Dean Koontz","","1.0","Warlock"
"Koontz, Dean","Dean Koontz","","1.0","Time Thieves"
"Koontz, Dean","Dean Koontz","","1.0","The Funhouse"
"Koontz, Dean","Dean Koontz","Mike Tucker","2.0","Surrounded"
"Koontz, Dean","Dean Koontz","","1.0","Hell's Gate"
"Koontz, Dean","Dean Koontz","","1.0","Life Expectancy"
"Koontz, Dean","Dean Koontz","","1.0","Dark Rivers of the Heart"
"Koontz, Dean","Dean Koontz","","1.0","Mr. Murder"
"English, Christy","Christy English","","1.0","The Queen's Pawn"
"Weiner, Tim","Tim Weiner","","1.0","Legacy of ashes: the history of the CIA"
"Koontz, Dean","Dean Koontz","","1.0","Hanging on"
"Koontz, Dean","Dean Koontz","","1.0","The crimson witch"
"Koontz, Dean","Dean Koontz","","1.0","Darkfall"
"Koontz, Dean","Dean Koontz","","1.0","Shadowfires"
"Wood, Maureen & Kolek, Ron","Maureen Wood, Ron Kolek","","1.0","The Ghost Chronicles"
"Destefano, Merrie","Merrie DeStefano","The Resurrection Chronicles","1.0","Afterlife: The Resurrection Chronicles"
"Schell, Adam","Adam Schell","","1.0","Tomato Rhapsody: A Fable of Love, Lust and Forbidden Fruit"
"Lasser, Scott","Scott Lasser","","1.0","The Year That Follows"
"Koontz, Dean","Dean Koontz","Dean Koontz Gothic Romance","4.0","Legacy Of Terror"
"Koontz, Dean","Dean Koontz","","1.0","The flesh in the furnace"
"Koontz, Dean","Dean Koontz","","1.0","Nightmare journey"
"Koontz, Dean","Dean Koontz","","1.0","Shattered"
"Koontz, Dean","Dean Koontz","","1.0","A Darkness in My Soul"
"Koontz, Dean","Dean Koontz","","1.0","Strangers"
"Koontz, Dean","Dean Koontz","","1.0","Phantoms"
"Coll, Steve","Steve Coll","","1.0","Ghost Wars"
"Greaney, Mark","Mark Greaney","Gray man","2.0","On Target"
"Kadrey, Richard","Richard Kadrey","Sandman Slim","1.0","Sandman Slim"
"Harmer, Wendy","Wendy Harmer","","1.0","Roadside Sisters"
"Potter, Alexandra","Alexandra Potter","","1.0","You're the One That I Don't Want"
"Alvarez, Julia","Julia Alvarez","","1.0","In the Time of the Butterflies"
"Sheck, Laurie","Laurie Sheck","","1.0","A Monster's Notes"
"Twain, Mark","Mark Twain","","1.0","Autobiography of Mark Twain, Vol. 1"
"Sajer, Guy","Guy Sajer","","1.0","The Forgotten Soldier"
"Bailey, Elisabeth Tova","Elisabeth Tova Bailey","","1.0","The Sound of a Wild Snail Eating"
"Filkins, Dexter","Dexter Filkins","","1.0","The forever war"
"Rule, Ann","Ann Rule","","1.0","In the Still of the Night: The Strange Death of Ronda Reynolds and Her Mother's Unceasing Quest for the Truth"
"Dawkins, Richard","Richard Dawkins","","1.0","The Greatest Show on Earth"
"French, Nicci","Nicci French","","1.0","The memory game"
"Roberts, Nora","Nora Roberts","","1.0","Public Secrets"
"Ness, Patrick","Patrick Ness","","1.0","The New World"
"Rushdie, Salman","Salman Rushdie","","1.0","Luka and the Fire of Life"
"Barclay, Patrick","Patrick Barclay","","1.0","'Football - Bloody Hell!': The Story of Alex Ferguson"
"Gaiman, Neil","Neil Gaiman","Neil Gaiman Short Stories","1.0","Fragile Things"
"Gaiman, Neil","Neil Gaiman","Neil Gaiman Short Stories","1.0","M Is for Magic"
"Gaiman, Neil & Reaves, Michael","Neil Gaiman, Michael Reaves","","1.0","InterWorld"
"Gunn, Tim","Tim Gunn","","1.0","Gunn's Golden Rules"
"Pollard, Tony","Tony Pollard","","1.0","The minutes of the Lazarus Club"
"Kernick, Simon","Simon Kernick","","1.0","The Last 10 Seconds"
"Bourne, Sam","Sam Bourne","","1.0","The Last Testament"
"Black, Sean","Sean Black","Ryan Lock","1.0","Lockdown"
"Keene, Brian","Brian Keene","","1.0","Darkness on the Edge of Town"
"Ansay, A. Manette","A. Manette Ansay","","1.0","Good Things I Wish You"
"Chiang, Ted","Ted Chiang","","1.0","Ted Chiang Compilation"
"Bastianich, Joe","Joe Bastianich","","1.0","Pasta Perfect"
"Vonnegut, Kurt","Kurt Vonnegut","","1.0","Cat's cradle"
"Gazzaniga, Michael S.","Michael S. Gazzaniga","","1.0","Human"
"Roberts, Nora","Nora Roberts","Sign of Seven Trilogy","2.0","The Hollow"
"Riordan, Rick","Rick Riordan","The Kane Chronicles","1.0","The Red Pyramid"
"Gevers, Nick & Lake, Jay","Nick Gevers, Jay Lake","","1.0","Other Earths"
"Allen, Sarah Addison","Sarah Addison Allen","","1.0","Garden Spells"
"Allen, Sarah Addison","Sarah Addison Allen","","1.0","The Sugar Queen"
"Dozois, Gardner","Gardner Dozois","","1.0","The Mammoth Book of the Best of Best New SF"
"C.Rosenberg, Joel","Joel C. Rosenberg","","1.0","The Twelfth Imam"
"Dumas, Alexandre","Alexandre Dumas","","1.0","The Count of Monte Cristo (Abridged B&N)"
"King, Stephen","Stephen King","","1.0","Blaze"
"Luckett, Jacqueline E.","Jacqueline E. Luckett","","1.0","Searching for Tina Turner"
"Mitchell, Saundra","Saundra Mitchell","","1.0","Shadowed Summer"
"Wallace, David Foster","David Foster Wallace","","1.0","Infinite Jest"
"Paterson, Katherine","Katherine Paterson","","1.0","Bridge to Terabithia"
"King, Stephen","Stephen King","","1.0","Needful Things"
"King, Stephen","Stephen King","","1.0","The Plant"
"Kehlmann, Daniel","Daniel Kehlmann","","1.0","Measuring the World"
"Leavitt, David","David Leavitt","","1.0","The Body Of Jonah Boyd"
"Markson, David","David Markson","","1.0","The Last Novel"
"Donaldson, Stephen R.","Stephen R. Donaldson","The Complete Chronicles of Thomas Covenant","9.0","Against All Things Ending (The Last Chronicles of Thomas Covenant, Book 3)"
"Franklin, Tom","Tom Franklin","","1.0","Crooked Letter, Crooked Letter"
"Kehlmann, Daniel","Daniel Kehlmann","","1.0","Me and Kaminski"
"Yu, Charles","Charles Yu","","1.0","How to Live Safely in a Science Fictional Universe"
"Steel, Danielle","Danielle Steel","","1.0","Legacy: A Novel"
"Carl, Lillian S","Lillian S Carl","Vorkosigan: Chronological Order","1.0","The Vorkosigan Companion"
"Powell, Julie","Julie Powell","","1.0","Cleaving"
"Clancy, Tom","Tom Clancy","Tom Clancy's Net Force","1.0","Net Force"
"Paulsen, Gary","Gary Paulsen","","1.0","Notes from the Dog"
"Booth, Stephen","Stephen Booth","Cooper and Fry Mystery","10.0","Lost River"
"Wiggs, Susan","Susan Wiggs","","1.0","The Story of Us"
"Forsyth, Frederick","Frederick Forsyth","","1.0","The Phantom of Manhattan"
"Betancourt, Ingrid","Ingrid Betancourt","","1.0","Even Silence Has an End: My Six Years of Captivity in the Colombian Jungle"
"Banks, Iain M.","Iain M. Banks","","1.0","The Crow Road"
"Banks, Iain M.","Iain M. Banks","","1.0","The Wasp Factory"
"Ramadan, Tariq","Tariq Ramadan","","1.0","The Quest for Meaning"
"Baverstock, Alison","Alison Baverstock","","1.0","How to Get a Job in a Museum Or Art Gallery"
"Clarke, Arthur C.","Arthur C. Clarke","Space Odyssey","3.0","2061: Odyssey Three"
"Clarke, Arthur C.","Arthur C. Clarke","Space Odyssey","4.0","3001: The Final Odyssey"
"Clarke, Arthur C.","Arthur C. Clarke","Space Odyssey","1.0","2001: A Space Odyssey"
"Clarke, Arthur C.","Arthur C. Clarke","Space Odyssey","2.0","2010: Odyssey Two"
"Golden, Christie","Christie Golden","World of Warcraft","6.0","Arthas: Rise of the Lich King"
"Golden, Christie","Christie Golden","World of Warcraft","7.0","World of Warcraft: The Shattering: Prelude to Cataclysm"
"Khoury, Raymond","Raymond Khoury","Last Templar","1.0","The Last Templar"
"Khoury, Raymond","Raymond Khoury","Last Templar","2.0","The Last Templar"
"Corder, Zizou","Zizou Corder","Lionboy","1.0","Lionboy"
"Hearn, Lian","Lian Hearn","Tales of The Otori","3.0","Brilliance of the Moon"
"Hearn, Lian","Lian Hearn","Tales of The Otori","4.0","The Harsh Cry of the Heron"
"Hearn, Lian","Lian Hearn","Tales of The Otori","1.0","Heaven's Net is Wide"
"Hearn, Lian","Lian Hearn","Tales of The Otori","1.0","Across the Nightingale Floor"
"Hearn, Lian","Lian Hearn","Tales of The Otori","2.0","Grass for his Pillow"
"Clancy, Tom & Pieczenik, Steve","Tom Clancy, Steve Pieczenik","Tom Clancy's Net Force","2.0","Hidden Agendas"
"Clancy, Tom & Rovin, Jeff","Tom Clancy, Jeff Rovin","Tom Clancy's Op-Center","11.0","Call to Treason"
"Clancy, Tom & Greenberg, Martin","Tom Clancy, Martin Greenberg","","1.0","SSN"
"Flynn, Vince","Vince Flynn","Mitch Rapp","4.0","Executive Power"
"Flynn, Vince","Vince Flynn","Mitch Rapp","10.0","Pursuit of Honor"
"Flynn, Vince","Vince Flynn","","1.0","Term Limits"
"Elder, Janet","Janet Elder","","1.0","Huck: The Remarkable True Story of How One Lost Puppy Taught a Family--and a Whole Town--about Hope and Happy Endings"
"Conkling, Winifred","Winifred Conkling","","1.0","Getting Pregnant Naturally: Healthy Choices To Boost Your Chances Of Conceiving Without Fertility Drugs"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","8.0","Final justice"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","1.0","Men in Blue"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","2.0","Special operations"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","5.0","The assassin"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","7.0","The investigators"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","6.0","The Murderers"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","9.0","The Traffickers"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","3.0","The victim"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","10.0","The Vigilantes (Badge of Honor)"
"Griffin, W.E.B.","W.E.B. Griffin","Badge of Honor","4.0","The Witness"
"Millman, Chad & Coyne, Shawn","Chad Millman, Shawn Coyne","","1.0","The Ones Who Hit the Hardest: The Steelers, the Cowboys, the '70s, and the Fight for America's Soul"
"Stewart, Chris","Chris Stewart","","1.0","Three Ways to Capsize a Boat: An Optimist Afloat"
"Hartley, A. J.","A. J. Hartley","Will Hawthorne","1.0","Act of Will"
"Hartley, A. J.","A. J. Hartley","Will Hawthorne","2.0","Will Power"
"Furst, Alan","Alan Furst","Night Soldiers","2.0","Dark star: a novel"
"Schloss, Andrew & Joachim, David & Miksch, Alison","Andrew Schloss, David Joachim, Alison Miksch","","1.0","Mastering the Grill: The Owner's Manual for Outdoor Cooking"
"Vachss, Andrew","Andrew Vachss","","1.0","The Weight"
"Lane, Andy","Andy Lane","Torchwood","3.0","Slow Decay"
"McNab, Andy","Andy McNab","Nick Stone","8.0","Aggressor"
"Wooding, Chris","Chris Wooding","The Braided Path","2.0","The Skein of Lament"
"Hitchens, Christopher","Christopher Hitchens","","1.0","God Is Not Great: How Religion Poisons Everything"
"Stoker, Dacre & Holt, Ian","Dacre Stoker, Ian Holt","","1.0","Dracula the Un-Dead"
"Poblocki, Dan","Dan Poblocki","","1.0","The Nightmarys"
"White, Dan","Dan White","","1.0","The Cactus Eaters: How I Lost My Mind-and Almost Found Myself-on the Pacific Crest Trail"
"Okrent, Daniel","Daniel Okrent","","1.0","Last Call: The Rise and Fall of Prohibition"
"McNab, Andy","Andy McNab","Boy Soldier","3.0","Avenger"
"McNab, Andy & Rigby, Robert","Andy McNab, Robert Rigby","Boy Soldier","1.0","Boy soldier"
"McNab, Andy","Andy McNab","Nick Stone","10.0","Cross Fire"
"McNab, Andy","Andy McNab","","1.0","Last Night Another Soldier..."
"McNab, Andy & Rigby, Robert","Andy McNab, Robert Rigby","Boy Soldier","4.0","Meltdown"
"McNab, Andy & Rigby, Robert","Andy McNab, Robert Rigby","Boy Soldier","2.0","Payback"
"McNab, Andy","Andy McNab","","1.0","Seven Troop"
"McNab, Andy","Andy McNab","","1.0","Spoken from the Front"
"Silva, Daniel","Daniel Silva","","1.0","The unlikely spy"
"Evans, Danielle","Danielle Evans","","1.0","Before You Suffocate Your Own Fool Self"
"Sobel, Dava & Andrewes, William J. H.","Dava Sobel, William J. H. Andrewes","","1.0","The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time"
"McNab, Andy","Andy McNab","","1.0","The Grey Man"
"McNab, Andy","Andy McNab","","1.0","War Torn"
"McNab, Andy","Andy McNab","Nick Stone","13.0","Zero Hour"
"Drake, David","David Drake","","1.0","Dogs of War"
"Martin, George R. R. & Cassutt, Michael","George R. R. Martin, Michael Cassutt","Wild Cards","16.0","Wild Cards: Deuces Down"
"Liss, David","David Liss","Benjamin Weaver","1.0","A conspiracy of paper: a novel"
"Bush, George W.","George W. Bush","","1.0","Decision Points"
"Davis, Anna","Anna Davis","","1.0","The Jewel Box"
"Cook, Glen","Glen Cook","The Instrumentalities of the Night","3.0","Surrender to the Will of the Night"
"Sedaris, David","David Sedaris","","1.0","When you are engulfed in flames"
"Armstrong, Delson","Delson Armstrong","","1.0","Red Serpent: The Falsifier"
"Godbersen, Anna","Anna Godbersen","","1.0","Bright Young Things"
"Baker, E. D.","E. D. Baker","Tales of the Frog Princess","1.0","The Frog Princess"
"Bear, Greg","Greg Bear","","1.0","Hull Zero Three"
"Perry, Anne","Anne Perry","Charlotte and Thomas Pitt","18.0","Brunswick Gardens"
"Peters, Ellis","Ellis Peters","Inspector Felse","4.0","A Nice Derangement of Epitaphs"
"Benford, Gregory","Gregory Benford","","1.0","Eater"
"Rice, Anne","Anne Rice","The Songs of the Seraphim","1.0","Angel Time: The Songs of the Seraphim"
"Heugten, Antoinette van","Antoinette van Heugten","","1.0","Saving Max"
"Peters, Ellis","Ellis Peters","Inspector Felse","6.0","Black Is The Colour Of My True Love's Heart"
"Maupin, Armistead","Armistead Maupin","Tales of the City","8.0","Mary Ann in Autumn: A Tales of the City Novel"
"Peters, Ellis","Ellis Peters","Inspector Felse","12.0","City of Gold and Shadows"
"Steinberg, Avi","Avi Steinberg","","1.0","Running the Books: The Adventures of an Accidental Prison Librarian"
"Peters, Ellis","Ellis Peters","","1.0","Death and the Joyful Woman"
"Peters, Ellis","Ellis Peters","Inspector Felse","11.0","Death to the Landlords!"
"Tuchman, Barbara Wertheim","Barbara Wertheim Tuchman","","1.0","The Guns of August"
"Peters, Ellis","Ellis Peters","Inspector Felse","1.0","Fallen Into The Pit"
"Milton, John & Raffel, Burton","John Milton, Burton Raffel","","1.0","The Annotated Milton: Complete English Poems"
"Bryson, Bill","Bill Bryson","","1.0","A walk in the woods: rediscovering America on the Appalachian Trail"
"Peters, Ellis","Ellis Peters","Inspector Felse","3.0","Flight of a Witch"
"Peters, Ellis","Ellis Peters","Inspector Felse","9.0","Mourning Raga"
"Mcdonald, Gregory","Gregory Mcdonald","Fletch Mysteries: Chronological order","6.0","Confess, Fletch"
"Sandford, John","John Sandford","Lucas Davenport","16.0","Broken prey"
"Peters, Ellis","Ellis Peters","Inspector Felse","13.0","Rainbow's End"
"Sandford, John","John Sandford","Lucas Davenport","17.0","Invisible Prey"
"Bryson, Bill","Bill Bryson","","1.0","Neither here nor there: travels in Europe"
"Peters, Ellis","Ellis Peters","Inspector Felse","7.0","The Grass Widow's Tale"
"Bryson, Bill","Bill Bryson","","1.0","Seeing further: the story of science & the Royal Society"
"Peters, Ellis","Ellis Peters","Inspector Felse","8.0","The House of Green Turf"
"Mcdonald, Gregory","Gregory Mcdonald","Fletch Mysteries: Chronological order","7.0","Fletch's Fortune"
"Myers, Bill","Bill Myers","","1.0","Ancient Forces Collection"
"Peters, Ellis","Ellis Peters","Inspector Felse","10.0","The Knocker On Death's Door"
"Coben, Harlan","Harlan Coben","","1.0","Tell No One"
"Thor, Brad","Brad Thor","","1.0","The Athena Project: A Thriller"
"Peters, Ellis","Ellis Peters","Inspector Felse","5.0","The Piper on the Mountain"
"Ellis, Bret Easton","Bret Easton Ellis","","1.0","American psycho: a novel"
"Leonard, Elmore","Elmore Leonard","","1.0","Djibouti: A Novel"
"Murakami, Haruki","Haruki Murakami","","1.0","After dark"
"Courtenay, Bryce","Bryce Courtenay","","1.0","Fortune Cookie"
"Richards, Emilie","Emilie Richards","","1.0","Fortunate Harbor"
"Murakami, Haruki & Rubin, Jay","Haruki Murakami, Jay Rubin","","1.0","After the quake: stories"
"Murakami, Haruki","Haruki Murakami","","1.0","Hard-boiled wonderland and the end of the world: a novel"
"Chivers, C. J.","C. J. Chivers","","1.0","The Gun"
"Richards, Emilie","Emilie Richards","","1.0","Happiness Key"
"Murakami, Haruki","Haruki Murakami","","1.0","The Elephant vanishes"
"Richards, Emilie","Emilie Richards","","1.0","Iron Lace"
